id	symbol	synonyms	left_end_pos	right_end_pos	direction	rna_ids	is_metabolic	is_single_gene_operon	operon_size	tu_id	other_genes_in_operon
EG11151	raiA	"[""raiA"", ""urf1"", ""yfiA"", ""pY"", ""b2597"", ""ECK2594""]"	2737154.0	2737495.0	+	"[""EG11151_RNA""]"	False	True	1.0	EG11151_RNA[c]	
EG11157	ygeA	"[""ygeA"", ""b2840"", ""ECK2838""]"	2979943.0	2980635.0	-	"[""EG11157_RNA""]"	False	True	1.0	TU0-13754[c]	
EG11160	mscS	"[""mscS"", ""yggB"", ""b2924"", ""ECK2920""]"	3068947.0	3069807.0	-	"[""EG11160_RNA""]"	False	True	1.0	TU0-13800[c]	
EG11167	zupT	"[""zupT"", ""ygiE"", ""b3040"", ""ECK3031""]"	3182550.0	3183323.0	+	"[""EG11167_RNA""]"	False	True	1.0	TU0-8666[c]	
EG11171	tsaD	"[""tsaD"", ""gcp"", ""ygjD"", ""b3064"", ""ECK3054""]"	3209530.0	3210543.0	-	"[""EG11171_RNA""]"	False	True	1.0	TU0-8571[c]	
EG11178	rbfA	"[""rbfA"", ""sdr-43"", ""yhbB"", ""b3167"", ""ECK3156""]"	3312777.0	3313178.0	-	"[""EG11178_RNA""]"	False	True	1.0	EG11178_RNA[c]	
EG11180	mscL	"[""mscL"", ""yhdC"", ""b3291"", ""ECK3277""]"	3438024.0	3438434.0	+	"[""EG11180_RNA""]"	False	True	1.0	TU0-13909[c]	
EG11182	yhfA	"[""yhfA"", ""b3356"", ""ECK3344""]"	3485414.0	3485818.0	-	"[""EG11182_RNA""]"	False	True	1.0	TU00478[c]	
EG11184	yhhA	"[""yhhA"", ""b3448"", ""ECK3432""]"	3586943.0	3587383.0	+	"[""EG11184_RNA""]"	False	True	1.0	TU0-8582[c]	
EG11186	yiaA	"[""yiaA"", ""b3562"", ""ECK3551""]"	3726924.0	3727361.0	-	"[""EG11186_RNA""]"	False	True	1.0	TU0-13982[c]	
EG11188	htrL	"[""htrL"", ""yibB"", ""b3618"", ""ECK3608""]"	3792826.0	3793683.0	-	"[""EG11188_RNA""]"	False	True	1.0	TU0-14000[c]	
EG11192	yicC	"[""yicC"", ""b3644"", ""ECK3634""]"	3816676.0	3817539.0	+	"[""EG11192_RNA""]"	False	True	1.0	TU0-14001[c]	
EG11193	dinD	"[""dinD"", ""pcsA"", ""yicD"", ""b3645"", ""ECK3635""]"	3817760.0	3818584.0	+	"[""EG11193_RNA""]"	False	True	1.0	TU0-14002[c]	
EG11196	yidB	"[""yidB"", ""b3698"", ""ECK3690""]"	3877067.0	3877465.0	-	"[""EG11196_RNA""]"	False	True	1.0	TU0-14020[c]	
EG11197	yidC	"[""yidC"", ""b3705"", ""ECK3698""]"	3885076.0	3886722.0	+	"[""EG11197_RNA""]"	False	True	1.0	EG11197_RNA[c]	
EG11199	mioC	"[""mioC"", ""yieB"", ""b3742"", ""ECK3736""]"	3926012.0	3926455.0	-	"[""EG11199_RNA""]"	False	True	1.0	TU0-14030[c]	
EG11203	yihA	"[""yihA"", ""engB"", ""b3865"", ""ECK3857""]"	4050133.0	4050765.0	-	"[""EG11203_RNA""]"	False	True	1.0	TU0-8606[c]	
EG11206	yjaA	"[""yjaA"", ""b4011"", ""ECK4003""]"	4213234.0	4213617.0	+	"[""EG11206_RNA""]"	False	True	1.0	TU0-14105[c]	
EG11208	arpA	"[""arpA"", ""arp"", ""yjaC"", ""b4017"", ""ECK4009""]"	4220301.0	4222487.0	-	"[""EG11208_RNA""]"	False	True	1.0	TU0-14106[c]	
EG11209	psiE	"[""psiE"", ""yjbA"", ""b4030"", ""ECK4022""]"	4240325.0	4240735.0	+	"[""EG11209_RNA""]"	False	True	1.0	TU0-2021[c]	
EG11211	epmA	"[""epmA"", ""genX"", ""poxA"", ""yjeA"", ""b4155"", ""ECK4151""]"	4382643.0	4383620.0	+	"[""EG11211_RNA""]"	False	True	1.0	TU0-14146[c]	
EG11219	ydcA	"[""ydcA"", ""b1419"", ""ECK1411""]"	1491677.0	1491850.0	+	"[""EG11219_RNA""]"	False	True	1.0	TU0-13254[c]	
EG11222	alkA	"[""alkA"", ""aidA"", ""b2068"", ""ECK2062""]"	2146692.0	2147540.0	-	"[""EG11222_RNA""]"	False	True	1.0	TU0-45243[c]	
EG11230	melR	"[""melR"", ""b4118"", ""ECK4111""]"	4340720.0	4341628.0	-	"[""EG11230_RNA""]"	False	True	1.0	TU00040[c]	
EG11235	rhlE	"[""rhlE"", ""b0797"", ""ECK0786""]"	830872.0	832236.0	+	"[""EG11235_RNA""]"	False	True	1.0	TU0-8500[c]	
EG11236	pdeL	"[""pdeL"", ""yahA"", ""b0315"", ""ECK0313""]"	332371.0	333459.0	+	"[""EG11236_RNA""]"	False	True	1.0	TU0-12889[c]	
EG11237	chiA	"[""chiA"", ""yheB"", ""b3338"", ""ECK3325""]"	3467160.0	3469853.0	-	"[""EG11237_RNA""]"	False	True	1.0	TU0-3141[c]	
EG11238	ybhB	"[""ybhB"", ""b0773"", ""ECK0762""]"	807433.0	807909.0	-	"[""EG11238_RNA""]"	False	True	1.0	TU0-13046[c]	
EG11241	ycaC	"[""ycaC"", ""b0897"", ""ECK0888""]"	944931.0	945557.0	-	"[""EG11241_RNA""]"	False	True	1.0	TU-8382[c]	
EG11242	ycaD	"[""ycaD"", ""b0898"", ""ECK0889""]"	945871.0	947019.0	+	"[""EG11242_RNA""]"	False	True	1.0	TU0-13081[c]	
EG11244	yggE	"[""yggE"", ""b2922"", ""ECK2918""]"	3067340.0	3068080.0	-	"[""EG11244_RNA""]"	False	True	1.0	TU0-8202[c]	
EG11246	uspE	"[""uspE"", ""ydaA"", ""b1333"", ""ECK1329""]"	1397672.0	1398622.0	-	"[""EG11246_RNA""]"	False	True	1.0	TU0-13221[c]	
EG11256	iraP	"[""iraP"", ""yaiB"", ""b0382"", ""ECK0377""]"	401386.0	401646.0	+	"[""EG11256_RNA""]"	False	True	1.0	TU0-12913[c]	
EG11257	dgcC	"[""dgcC"", ""yaiC"", ""adrA"", ""b0385"", ""ECK0380""]"	403703.0	404818.0	+	"[""EG11257_RNA""]"	False	True	1.0	TU0-8872[c]	
EG11260	yifB	"[""yifB"", ""b3765"", ""ECK3758""]"	3948449.0	3949969.0	-	"[""EG11260_RNA""]"	False	True	1.0	TU0-8602[c]	
EG11262	tsgA	"[""tsgA"", ""yhfH"", ""gutS"", ""yhfC"", ""b3364"", ""ECK3352""]"	3492568.0	3493749.0	+	"[""EG11262_RNA""]"	False	True	1.0	TU0-13922[c]	
EG11267	yiaB	"[""yiaB"", ""b3563"", ""ECK3552""]"	3727407.0	3727748.0	-	"[""EG11267_RNA""]"	False	True	1.0	TU0-13983[c]	
EG11269	hisL	"[""hisL"", ""b2018"", ""ECK2013""]"	2089996.0	2090046.0	+	"[""EG11269_RNA""]"	False	True	1.0	TU0-42511[c]	
EG11270	ilvL	"[""ilvL"", ""b3766"", ""ECK3759""]"	3950322.0	3950420.0	+	"[""EG11270_RNA""]"	False	True	1.0	TU0-42516[c]	
EG11274	trpL	"[""trpL"", ""trpEE"", ""b1265"", ""ECK1259""]"	1323038.0	1323082.0	-	"[""EG11274_RNA""]"	False	True	1.0	TU0-42510[c]	
EG11276	tnaC	"[""tnaC"", ""tnaL"", ""b3707"", ""ECK3700""]"	3888435.0	3888509.0	+	"[""EG11276_RNA""]"	False	True	1.0	TU0-42514[c]	
EG11277	thrL	"[""thrL"", ""b0001"", ""ECK0001""]"	190.0	255.0	+	"[""EG11277_RNA""]"	False	True	1.0	TU0-42486[c]	
EG11285	glrR	"[""glrR"", ""yfhA"", ""qseF"", ""b2554"", ""ECK2551""]"	2687469.0	2688803.0	-	"[""EG11285_RNA""]"	False	True	1.0	TU0-14321[c]	
EG11286	argE	"[""argE"", ""b3957"", ""ECK3948""]"	4153696.0	4154847.0	-	"[""EG11286_RNA""]"	False	True	1.0	TU0-6886[c]	
EG11287	ygbA	"[""ygbA"", ""b2732"", ""ECK2727""]"	2856453.0	2856806.0	-	"[""EG11287_RNA""]"	False	True	1.0	TU-8443[c]	
EG11298	yhdE	"[""yhdE"", ""b3248"", ""ECK3236""]"	3397785.0	3398378.0	-	"[""EG11298_RNA""]"	False	True	1.0	EG11298_RNA[c]	
EG11299	rng	"[""rng"", ""adhR"", ""cafA"", ""yhdF"", ""b3247"", ""ECK3235""]"	3396326.0	3397795.0	-	"[""EG11299_RNA""]"	False	True	1.0	EG11299_RNA[c]	
EG11305	tatE	"[""tatE"", ""ybeC"", ""b0627"", ""ECK0620""]"	658947.0	659150.0	+	"[""EG11305_RNA""]"	False	True	1.0	TU0-13003[c]	
EG11306	lipA	"[""lipA"", ""lip"", ""b0628"", ""ECK0621""]"	659251.0	660216.0	-	"[""EG11306_RNA""]"	False	True	1.0	TU0-13004[c]	
EG11310	ydbD	"[""ydbD"", ""b1407"", ""ECK1400""]"	1475144.0	1477450.0	+	"[""EG11310_RNA""]"	False	True	1.0	TU0-13249[c]	
EG11315	yhdH	"[""yhdH"", ""acuI"", ""b3253"", ""ECK3241""]"	3403484.0	3404458.0	+	"[""EG11315_RNA""]"	False	True	1.0	TU0-8578[c]	
EG11316	malS	"[""malS"", ""b3571"", ""ECK3560""]"	3737497.0	3739527.0	+	"[""EG11316_RNA""]"	False	True	1.0	TU00137[c]	
EG11319	galU	"[""galU"", ""ychD"", ""b1236"", ""ECK1231""]"	1291457.0	1292365.0	+	"[""EG11319_RNA""]"	False	True	1.0	TU0-7441[c]	
EG11325	acnA	"[""acnA"", ""acn"", ""b1276"", ""ECK1271""]"	1335831.0	1338506.0	+	"[""EG11325_RNA""]"	False	True	1.0	TU0-14625[c]	
EG11331	ribA	"[""ribA"", ""b1277"", ""ECK1272""]"	1338570.0	1339160.0	-	"[""EG11331_RNA""]"	False	True	1.0	TU0-1741[c]	
EG11336	endA	"[""endA"", ""b2945"", ""ECK2940""]"	3090347.0	3091054.0	+	"[""EG11336_RNA""]"	False	True	1.0	TU00452[c]	
EG11338	msyB	"[""msyB"", ""b1051"", ""ECK1037""]"	1113807.0	1114181.0	-	"[""EG11338_RNA""]"	False	True	1.0	TU0-8150[c]	
EG11342	ychE	"[""ychE"", ""b1242"", ""ECK1236""]"	1298598.0	1299245.0	+	"[""EG11342_RNA""]"	False	True	1.0	TU0-13185[c]	
EG11346	fliE	"[""fliE"", ""fla"", ""flaAI"", ""flaN"", ""b1937"", ""ECK1935""]"	2012700.0	2013014.0	-	"[""EG11346_RNA""]"	False	True	1.0	TU-8408[c]	
EG11360	bax	"[""bax"", ""b3570"", ""ECK3559""]"	3736353.0	3737177.0	-	"[""EG11360_RNA""]"	False	True	1.0	TU0-14231[c]	
EG11361	asmA	"[""asmA"", ""yegA"", ""b2064"", ""ECK2058""]"	2139759.0	2141612.0	-	"[""EG11361_RNA""]"	False	True	1.0	TU0-13500[c]	
EG11366	rob	"[""rob"", ""cbpB"", ""robA"", ""b4396"", ""ECK4388""]"	4634441.0	4635310.0	-	"[""EG11366_RNA""]"	False	True	1.0	TU0-7804[c]	
EG11367	barA	"[""barA"", ""airS"", ""b2786"", ""ECK2780""]"	2915057.0	2917813.0	+	"[""EG11367_RNA""]"	False	True	1.0	TU0-8337[c]	
EG11373	mltF	"[""mltF"", ""yfhD"", ""b2558"", ""ECK2556""]"	2695801.0	2697357.0	+	"[""EG11373_RNA""]"	False	True	1.0	TU0-8335[c]	
EG11376	ftsP	"[""ftsP"", ""sui"", ""sufI"", ""b3017"", ""ECK3008""]"	3161257.0	3162669.0	-	"[""EG11376_RNA""]"	False	True	1.0	TU0-13828[c]	
EG11381	glgS	"[""glgS"", ""scoR"", ""b3049"", ""ECK3038""]"	3191739.0	3191939.0	-	"[""EG11381_RNA""]"	False	True	1.0	TU00279[c]	
EG11387	amyA	"[""amyA"", ""yedC"", ""b1927"", ""ECK1926""]"	2006156.0	2007643.0	+	"[""EG11387_RNA""]"	False	True	1.0	TU0-7461[c]	
EG11390	uspA	"[""uspA"", ""b3495"", ""ECK3480""]"	3640111.0	3640545.0	+	"[""EG11390_RNA""]"	False	True	1.0	TU00431[c]	
EG11391	osmY	"[""osmY"", ""csi-5"", ""b4376"", ""ECK4367""]"	4611396.0	4612001.0	+	"[""EG11391_RNA""]"	False	True	1.0	TU0-1981[c]	
EG11396	ubiD	"[""ubiD"", ""yigY"", ""yigC"", ""b3843"", ""ECK3835""]"	4024988.0	4026481.0	+	"[""EG11396_RNA""]"	False	True	1.0	TU0-14054[c]	
EG11400	yhiD	"[""yhiD"", ""yhhE"", ""b3508"", ""ECK3492""]"	3655255.0	3655902.0	-	"[""EG11400_RNA""]"	False	True	1.0	TU0-13962[c]	
EG11401	psiF	"[""psiF"", ""b0384"", ""ECK0379""]"	403281.0	403601.0	+	"[""EG11401_RNA""]"	False	True	1.0	TU0-44195[c]	
EG11406	ribC	"[""ribC"", ""ribE"", ""b1662"", ""ECK1658""]"	1742601.0	1743242.0	-	"[""EG11406_RNA""]"	False	True	1.0	TU0-8504[c]	
EG11410	yjgA	"[""yjgA"", ""b4234"", ""ECK4229""]"	4457314.0	4457865.0	-	"[""EG11410_RNA""]"	False	True	1.0	TU0-8615[c]	
EG11413	holC	"[""holC"", ""b4259"", ""ECK4252""]"	4483837.0	4484280.0	-	"[""EG11413_RNA""]"	False	True	1.0	TU0-14322[c]	
EG11415	dps	"[""dps"", ""pexB"", ""vtm"", ""b0812"", ""ECK0801""]"	848408.0	848911.0	-	"[""EG11415_RNA""]"	False	True	1.0	TU0-45200[c]	
EG11418	dcd	"[""dcd"", ""dus"", ""paxA"", ""b2065"", ""ECK2059""]"	2141634.0	2142215.0	-	"[""EG11418_RNA""]"	False	True	1.0	TU0-14492[c]	
EG11421	cynR	"[""cynR"", ""b0338"", ""ECK0335""]"	357791.0	358690.0	-	"[""EG11421_RNA""]"	False	True	1.0	TU00143[c]	
EG11422	inaA	"[""inaA"", ""yfaG"", ""b2237"", ""ECK2229""]"	2348822.0	2349472.0	-	"[""EG11422_RNA""]"	False	True	1.0	TU0-1841[c]	
EG11427	tktA	"[""tktA"", ""tkt"", ""b2935"", ""ECK2930""]"	3079644.0	3081635.0	-	"[""EG11427_RNA""]"	False	True	1.0	TU0-13802[c]	
EG11428	sthA	"[""sthA"", ""sth"", ""udhA"", ""b3962"", ""ECK3954""]"	4159390.0	4160790.0	-	"[""EG11428_RNA""]"	False	True	1.0	TU0-7521[c]	
EG11429	yjaZ	"[""yjaZ"", ""htrC"", ""b3989"", ""ECK3980""]"	4189786.0	4190325.0	+	"[""EG11429_RNA""]"	False	True	1.0	TU00399[c]	
EG11430	roxA	"[""roxA"", ""ycfD"", ""b1128"", ""ECK1114""]"	1187119.0	1188240.0	-	"[""EG11430_RNA""]"	False	True	1.0	TU0-13144[c]	
EG11436	ahr	"[""ahr"", ""yjgB"", ""b4269"", ""ECK4262""]"	4495190.0	4496209.0	-	"[""EG11436_RNA""]"	False	True	1.0	TU0-8616[c]	
EG11443	rpiA	"[""rpiA"", ""ygfC"", ""b2914"", ""ECK2910""]"	3058666.0	3059325.0	-	"[""EG11443_RNA""]"	False	True	1.0	TU0-7341[c]	
EG11447	csrA	"[""csrA"", ""zfiA"", ""b2696"", ""ECK2691""]"	2818961.0	2819146.0	-	"[""EG11447_RNA""]"	False	True	1.0	TU0-13716[c]	
EG11449	hdfR	"[""hdfR"", ""b3762"", ""yifA"", ""yifD"", ""b3763"", ""b4480"", ""ECK3756""]"	3947128.0	3947967.0	-	"[""EG11449_RNA""]"	False	True	1.0	TU0-8808[c]	
EG11450	maoP	"[""maoP"", ""yifE"", ""b3764"", ""ECK3757""]"	3948086.0	3948424.0	+	"[""EG11450_RNA""]"	False	True	1.0	TU0-8603[c]	
EG11460	narQ	"[""narQ"", ""b2469"", ""ECK2464""]"	2585731.0	2587431.0	+	"[""EG11460_RNA""]"	False	True	1.0	TU0-13641[c]	
EG11462	yigE	"[""yigE"", ""b3815"", ""b3814"", ""b4482"", ""ECK3809""]"	4000292.0	4001056.0	-	"[""EG11462_RNA""]"	False	True	1.0	TU0-8605[c]	
EG11466	rarD	"[""rarD"", ""yigH"", ""b3819"", ""ECK3813""]"	4003288.0	4004178.0	-	"[""EG11466_RNA""]"	False	True	1.0	TU0-14044[c]	
EG11472	rmuC	"[""rmuC"", ""yigN"", ""b3832"", ""ECK3826""]"	4017333.0	4018760.0	+	"[""EG11472_RNA""]"	False	True	1.0	TU0-14051[c]	
EG11488	mliC	"[""mliC"", ""ydhA"", ""b1639"", ""ECK1635""]"	1718066.0	1718395.0	-	"[""EG11488_RNA""]"	False	True	1.0	TU0-13354[c]	
EG11489	csgA	"[""csgA"", ""b1042"", ""ECK1028""]"	1104447.0	1104902.0	+	"[""EG11489_RNA""]"	False	True	1.0	TU0-42695[c]	
EG11492	qorA	"[""qorA"", ""hzc"", ""hcz"", ""qor"", ""b4051"", ""ECK4043""]"	4263248.0	4264231.0	-	"[""EG11492_RNA""]"	False	True	1.0	TU0-14227[c]	
EG11495	hdeD	"[""hdeD"", ""yhiA"", ""b3511"", ""ECK3495""]"	3656995.0	3657567.0	+	"[""EG11495_RNA""]"	False	True	1.0	TU0-45279[c]	
EG11501	adiA	"[""adiA"", ""adi"", ""b4117"", ""ECK4110""]"	4338254.0	4340521.0	-	"[""EG11501_RNA""]"	False	True	1.0	TU00235[c]	
EG11505	holE	"[""holE"", ""b1842"", ""ECK1843""]"	1925108.0	1925338.0	+	"[""EG11505_RNA""]"	False	True	1.0	TU0-13433[c]	
EG11508	sra	"[""sra"", ""rpsV"", ""b1480"", ""ECK1474""]"	1555826.0	1555963.0	-	"[""EG11508_RNA""]"	False	True	1.0	TU0-3901[c]	
EG11509	mbiA	"[""mbiA"", ""htpY"", ""htgA"", ""b0012"", ""ECK0012""]"	10830.0	11315.0	+	"[""EG11509_RNA""]"	False	True	1.0	TU00405[c]	
EG11511	mogA	"[""mogA"", ""yaaG"", ""bisD"", ""chlG"", ""mog"", ""b0009"", ""ECK0009""]"	9306.0	9893.0	+	"[""EG11511_RNA""]"	False	True	1.0	TU0-12790[c]	
EG11514	gltF	"[""gltF"", ""ossB"", ""b3214"", ""ECK3204""]"	3361176.0	3361940.0	+	"[""EG11514_RNA""]"	False	True	1.0	TU0-45146[c]	
EG11516	ycgB	"[""ycgB"", ""b1188"", ""ECK1176""]"	1235709.0	1237241.0	-	"[""EG11516_RNA""]"	False	True	1.0	TU0-8686[c]	
EG11520	yhhH	"[""yhhH"", ""b3483"", ""ECK3467""]"	3623399.0	3623782.0	+	"[""EG11520_RNA""]"	False	True	1.0	TU0-13949[c]	
EG11521	ybfA	"[""ybfA"", ""b0699"", ""ECK0688""]"	729134.0	729340.0	+	"[""EG11521_RNA""]"	False	True	1.0	TU0-13025[c]	
EG11523	ybfC	"[""ybfC"", ""b0704"", ""ECK0692""]"	735650.0	736219.0	+	"[""EG11523_RNA""]"	False	True	1.0	TU0-13027[c]	
EG11524	ybfD	"[""ybfD"", ""b0706"", ""ECK0695""]"	738092.0	738853.0	+	"[""EG11524_RNA""]"	False	True	1.0	TU0-13030[c]	
EG11525	yhhI	"[""yhhI"", ""b3484"", ""ECK3469""]"	3624378.0	3625514.0	+	"[""EG11525_RNA""]"	False	True	1.0	TU0-13951[c]	
EG11526	ydcC	"[""ydcC"", ""b1460"", ""ECK1454""]"	1531816.0	1532952.0	+	"[""EG11526_RNA""]"	False	True	1.0	TU0-13279[c]	
EG11527	narP	"[""narP"", ""b2193"", ""ECK2185""]"	2290500.0	2291147.0	+	"[""EG11527_RNA""]"	False	True	1.0	TU0-8819[c]	
EG11528	fabI	"[""fabI"", ""envM"", ""gts"", ""qmeA"", ""b1288"", ""ECK1283""]"	1350251.0	1351039.0	-	"[""EG11528_RNA""]"	False	True	1.0	TU0-13204[c]	
EG11529	ftsN	"[""ftsN"", ""msgA"", ""b3933"", ""ECK3925""]"	4122380.0	4123339.0	-	"[""EG11529_RNA""]"	False	True	1.0	EG11529_RNA[c]	
EG11530	fadD	"[""fadD"", ""oldD"", ""b1805"", ""ECK1803""]"	1888061.0	1889746.0	-	"[""EG11530_RNA""]"	False	True	1.0	TU0-4187[c]	
EG11531	cfa	"[""cfa"", ""cdfA"", ""b1661"", ""ECK1657""]"	1741413.0	1742561.0	+	"[""EG11531_RNA""]"	False	True	1.0	TU0-45251[c]	
EG11533	ychH	"[""ychH"", ""b1205"", ""ECK1193""]"	1258791.0	1259069.0	+	"[""EG11533_RNA""]"	False	True	1.0	TU0-8689[c]	
EG11535	ibpB	"[""ibpB"", ""hslS"", ""htpE"", ""b3686"", ""ECK3678""]"	3866469.0	3866897.0	-	"[""EG11535_RNA""]"	False	True	1.0	TU0-5001[c]	
EG11536	yidE	"[""yidE"", ""yibE"", ""b3685"", ""ECK3677""]"	3864612.0	3866273.0	-	"[""EG11536_RNA""]"	False	True	1.0	TU0-14017[c]	
EG11537	yceH	"[""yceH"", ""b1067"", ""ECK1052""]"	1126157.0	1126804.0	+	"[""EG11537_RNA""]"	False	True	1.0	TU0-14349[c]	
EG11539	pyrH	"[""pyrH"", ""umk"", ""smbA"", ""b0171"", ""ECK0170""]"	191855.0	192580.0	+	"[""EG11539_RNA""]"	False	True	1.0	TU0-1021[c]	
EG11544	gadE	"[""gadE"", ""yhiE"", ""yhiT"", ""b3512"", ""ECK3496""]"	3658366.0	3658893.0	+	"[""EG11544_RNA""]"	False	True	1.0	EG11544_RNA[c]	
EG11545	flgL	"[""flgL"", ""flaT"", ""b1083"", ""ECK1068""]"	1140033.0	1140986.0	+	"[""EG11545_RNA""]"	False	True	1.0	EG11545_RNA[c]	
EG11546	nadC	"[""nadC"", ""b0109"", ""ECK0108""]"	117752.0	118645.0	-	"[""EG11546_RNA""]"	False	True	1.0	TU0-12812[c]	
EG11548	lhr	"[""lhr"", ""rhlF"", ""b1653"", ""ECK1649""]"	1729087.0	1733703.0	+	"[""EG11548_RNA""]"	False	True	1.0	TU-8430[c]	
EG11549	pepT	"[""pepT"", ""b1127"", ""ECK1113""]"	1185844.0	1187070.0	+	"[""EG11549_RNA""]"	False	True	1.0	TU0-8490[c]	
EG11554	stpA	"[""stpA"", ""hnsB"", ""b2669"", ""ECK2663""]"	2798091.0	2798495.0	-	"[""EG11554_RNA""]"	False	True	1.0	TU00393[c]	
EG11555	yaaJ	"[""yaaJ"", ""b0007"", ""ECK0007""]"	6529.0	7959.0	-	"[""EG11555_RNA""]"	False	True	1.0	TU0-12789[c]	
EG11556	talB	"[""talB"", ""yaaK"", ""b0008"", ""ECK0008""]"	8238.0	9191.0	+	"[""EG11556_RNA""]"	False	True	1.0	TU0-8121[c]	
EG11566	yaaU	"[""yaaU"", ""yabE"", ""b0045"", ""ECK0046""]"	45807.0	47138.0	+	"[""EG11566_RNA""]"	False	True	1.0	TU0-12799[c]	
EG11569	lptD	"[""lptD"", ""yabG"", ""ostA"", ""imp"", ""b0054"", ""ECK0055""]"	54755.0	57109.0	-	"[""EG11569_RNA""]"	False	True	1.0	TU0-4284[c]	
EG11570	djlA	"[""djlA"", ""yabH"", ""b0055"", ""ECK0056""]"	57364.0	58179.0	+	"[""EG11570_RNA""]"	False	True	1.0	TU0-12801[c]	
EG11571	yabI	"[""yabI"", ""b0065"", ""ECK0066""]"	71351.0	72115.0	+	"[""EG11571_RNA""]"	False	True	1.0	TU0-12804[c]	
EG11578	greB	"[""greB"", ""b3406"", ""ECK3393""]"	3536812.0	3537288.0	+	"[""EG11578_RNA""]"	False	True	1.0	TU0-13931[c]	
EG11580	ybiB	"[""ybiB"", ""b0800"", ""ECK0789""]"	835248.0	836210.0	+	"[""EG11580_RNA""]"	False	True	1.0	TU0-14368[c]	
EG11592	ybeD	"[""ybeD"", ""b0631"", ""ECK0624""]"	662379.0	662642.0	-	"[""EG11592_RNA""]"	False	True	1.0	TU0-13007[c]	
EG11594	ybeF	"[""ybeF"", ""b0629"", ""ECK0622""]"	660425.0	661378.0	-	"[""EG11594_RNA""]"	False	True	1.0	TU0-13005[c]	
EG11601	sseB	"[""sseB"", ""b2522"", ""ECK2519""]"	2654157.0	2654933.0	-	"[""EG11601_RNA""]"	False	True	1.0	TU0-13655[c]	
EG11604	smf	"[""smf"", ""b3286"", ""b3285"", ""smf1"", ""smf2"", ""b4473"", ""ECK3272""]"	3432436.0	3433560.0	-	"[""EG11604_RNA""]"	False	True	1.0	TU0-7282[c]	
EG11605	smg	"[""smg"", ""b3284"", ""ECK3271""]"	3431991.0	3432464.0	-	"[""EG11605_RNA""]"	False	True	1.0	TU0-14274[c]	
EG11606	kch	"[""kch"", ""b1250"", ""ECK1244""]"	1309016.0	1310269.0	-	"[""EG11606_RNA""]"	False	True	1.0	TU0-4403[c]	
EG11607	yciI	"[""yciI"", ""b1251"", ""ECK1245""]"	1310569.0	1310865.0	-	"[""EG11607_RNA""]"	False	True	1.0	TU0-13188[c]	
EG11612	proP	"[""proP"", ""b4111"", ""ECK4104""]"	4330502.0	4332004.0	+	"[""EG11612_RNA""]"	False	True	1.0	TU0-3882[c]	
EG11616	gdx	"[""gdx"", ""sugE"", ""b4148"", ""ECK4144""]"	4376875.0	4377192.0	+	"[""EG11616_RNA""]"	False	True	1.0	TU0-1241[c]	
EG11619	mfd	"[""mfd"", ""b1114"", ""ECK1100""]"	1170518.0	1173964.0	-	"[""EG11619_RNA""]"	False	True	1.0	TU0-2081[c]	
EG11620	rnb	"[""rnb"", ""b1286"", ""ECK1281""]"	1346978.0	1348912.0	-	"[""EG11620_RNA""]"	False	True	1.0	TU582[c]	
EG11628	artJ	"[""artJ"", ""b0860"", ""ECK0851""]"	899844.0	900575.0	-	"[""EG11628_RNA""]"	False	True	1.0	TU0-8161[c]	
EG11635	nohD	"[""nohD"", ""nohB"", ""b0560"", ""ECK0552""]"	580834.0	581379.0	+	"[""EG11635_RNA""]"	False	True	1.0	TU0-12981[c]	
EG11637	marC	"[""marC"", ""ydeC"", ""ydeB"", ""b1529"", ""ECK1522""]"	1618243.0	1618908.0	-	"[""EG11637_RNA""]"	False	True	1.0	TU0-8827[c]	
EG11640	ydeE	"[""ydeE"", ""ydeF"", ""b1534"", ""ECK1527""]"	1621332.0	1622519.0	+	"[""EG11640_RNA""]"	False	True	1.0	TU0-8705[c]	
EG11643	dgcZ	"[""dgcZ"", ""ydeG"", ""ydeH"", ""b1535"", ""ECK1528""]"	1622960.0	1623850.0	-	"[""EG11643_RNA""]"	False	True	1.0	TU0-13308[c]	
EG11644	ydeI	"[""ydeI"", ""b1536"", ""ECK1529""]"	1624105.0	1624497.0	-	"[""EG11644_RNA""]"	False	True	1.0	TU0-41801[c]	
EG11645	ydeJ	"[""ydeJ"", ""b1537"", ""ECK1530""]"	1624773.0	1625291.0	+	"[""EG11645_RNA""]"	False	True	1.0	TU0-8706[c]	
EG11647	accA	"[""accA"", ""b0185"", ""ECK0184""]"	208621.0	209580.0	+	"[""EG11647_RNA""]"	False	True	1.0	TU0-42602[c]	
EG11649	yafC	"[""yafC"", ""b0208"", ""ECK0208""]"	229967.0	230881.0	-	"[""EG11649_RNA""]"	False	True	1.0	TU0-8541[c]	
EG11653	cyaY	"[""cyaY"", ""b3807"", ""ECK3801""]"	3993739.0	3994059.0	-	"[""EG11653_RNA""]"	False	True	1.0	TU0-14229[c]	
EG11659	yedD	"[""yedD"", ""b1928"", ""ECK1927""]"	2007677.0	2008090.0	-	"[""EG11659_RNA""]"	False	True	1.0	TU0-8719[c]	
EG11663	slyD	"[""slyD"", ""b3349"", ""ECK3336""]"	3477907.0	3478497.0	-	"[""EG11663_RNA""]"	False	True	1.0	TU0-13917[c]	
