id	symbol	synonyms	left_end_pos	right_end_pos	direction	rna_ids	is_metabolic_biocyc
EG10556	malG	"[""malG"", ""b4032"", ""ECK4024""]"	4242626.0	4243516.0	-	"[""EG10556_RNA""]"	False
EG10557	malI	"[""malI"", ""b1620"", ""ECK1615""]"	1698152.0	1699180.0	-	"[""EG10557_RNA""]"	False
EG10558	malK	"[""malK"", ""malB"", ""b4035"", ""ECK4027""]"	4246784.0	4247899.0	+	"[""EG10558_RNA""]"	False
EG10559	malM	"[""malM"", ""molA"", ""b4037"", ""ECK4029""]"	4249554.0	4250474.0	+	"[""EG10559_RNA""]"	False
EG10560	malP	"[""malP"", ""malA"", ""blu"", ""b3417"", ""ECK3404""]"	3550080.0	3552473.0	-	"[""EG10560_RNA""]"	False
EG10561	malQ	"[""malQ"", ""malA"", ""b3416"", ""ECK3403""]"	3547986.0	3550070.0	-	"[""EG10561_RNA""]"	False
EG10562	malT	"[""malT"", ""malA"", ""b3418"", ""ECK3405""]"	3553085.0	3555790.0	+	"[""EG10562_RNA""]"	False
EG10563	malX	"[""malX"", ""b1621"", ""ECK1616""]"	1699355.0	1700947.0	+	"[""EG10563_RNA""]"	False
EG10564	malY	"[""malY"", ""b1622"", ""ECK1617""]"	1700957.0	1702129.0	+	"[""EG10564_RNA""]"	False
EG10565	malZ	"[""malZ"", ""b0403"", ""ECK0397""]"	422518.0	424332.0	+	"[""EG10565_RNA""]"	False
EG10566	manA	"[""manA"", ""pmi"", ""b1613"", ""ECK1608""]"	1688576.0	1689751.0	+	"[""EG10566_RNA""]"	False
EG10567	manX	"[""manX"", ""gptB"", ""mpt"", ""ptsL"", ""ptsX"", ""b1817"", ""ECK1815""]"	1902048.0	1903019.0	+	"[""EG10567_RNA""]"	False
EG10568	manY	"[""manY"", ""pel"", ""ptsP"", ""ptsX"", ""b1818"", ""ECK1816""]"	1903082.0	1903882.0	+	"[""EG10568_RNA""]"	False
EG10569	manZ	"[""manZ"", ""gptB"", ""mpt"", ""ptsM"", ""ptsX"", ""b1819"", ""ECK1817""]"	1903895.0	1904746.0	+	"[""EG10569_RNA""]"	False
EG10570	map	"[""map"", ""b0168"", ""ECK0166""]"	188712.0	189506.0	-	"[""EG10570_RNA""]"	False
EG10571	mazE	"[""mazE"", ""chpAI"", ""chpR"", ""b2783"", ""ECK2777""]"	2911091.0	2911339.0	-	"[""EG10571_RNA""]"	False
EG10572	mazG	"[""mazG"", ""b2781"", ""ECK2775""]"	2909894.0	2910685.0	-	"[""EG10572_RNA""]"	False
EG10573	mcrA	"[""mcrA"", ""rglA"", ""b1159"", ""ECK1145""]"	1210346.0	1211179.0	+	"[""EG10573_RNA""]"	False
EG10574	mcrB	"[""mcrB"", ""rglB"", ""b4346"", ""ECK4336""]"	4577958.0	4579337.0	-	"[""EG10574_RNA""]"	False
EG10575	mcrC	"[""mcrC"", ""b4345"", ""ECK4335""]"	4576912.0	4577958.0	-	"[""EG10575_RNA""]"	False
EG10576	mdh	"[""mdh"", ""b3236"", ""ECK3225""]"	3383330.0	3384268.0	-	"[""EG10576_RNA""]"	False
EG10577	melA	"[""melA"", ""mel-7"", ""b4119"", ""ECK4112""]"	4341911.0	4343266.0	+	"[""EG10577_RNA""]"	False
EG10578	melB	"[""melB"", ""mel-4"", ""b4120"", ""ECK4113""]"	4343369.0	4344790.0	+	"[""EG10578_RNA""]"	False
EG10579	menD	"[""menD"", ""b2264"", ""ECK2258""]"	2377589.0	2379259.0	-	"[""EG10579_RNA""]"	False
EG10580	mepA	"[""mepA"", ""b2328"", ""ECK2322""]"	2445560.0	2446384.0	-	"[""EG10580_RNA""]"	False
EG10581	metA	"[""metA"", ""b4013"", ""ECK4005""]"	4214280.0	4215209.0	+	"[""EG10581_RNA""]"	False
EG10582	metB	"[""metB"", ""met-1"", ""b3939"", ""ECK3931""]"	4128672.0	4129832.0	+	"[""EG10582_RNA""]"	False
EG10583	metC	"[""metC"", ""b3008"", ""ECK3000""]"	3152236.0	3153423.0	+	"[""EG10583_RNA""]"	False
EG10584	metE	"[""metE"", ""metB12"", ""b3829"", ""ECK3823""]"	4013053.0	4015314.0	+	"[""EG10584_RNA""]"	False
EG10585	metF	"[""metF"", ""b3941"", ""ECK3933""]"	4132616.0	4133506.0	+	"[""EG10585_RNA""]"	False
EG10586	metG	"[""metG"", ""b2114"", ""ECK2107""]"	2194300.0	2196333.0	+	"[""EG10586_RNA""]"	False
EG10587	metH	"[""metH"", ""b4019"", ""ECK4011""]"	4223828.0	4227511.0	+	"[""EG10587_RNA""]"	False
EG10588	metJ	"[""metJ"", ""b3938"", ""ECK3930""]"	4128078.0	4128395.0	-	"[""EG10588_RNA""]"	False
EG10589	metK	"[""metK"", ""metX"", ""b2942"", ""ECK2937""]"	3086706.0	3087860.0	+	"[""EG10589_RNA""]"	False
EG10590	metL	"[""metL"", ""metM"", ""b3940"", ""ECK3932""]"	4129835.0	4132267.0	+	"[""EG10590_RNA""]"	False
EG10591	metR	"[""metR"", ""b3828"", ""ECK3822""]"	4011863.0	4012816.0	-	"[""EG10591_RNA""]"	False
EG10592	mglA	"[""mglA"", ""mglP"", ""mgl"", ""b2149"", ""ECK2142""]"	2237769.0	2239289.0	-	"[""EG10592_RNA""]"	False
EG10593	mglB	"[""mglB"", ""b2150"", ""ECK2143""]"	2239350.0	2240348.0	-	"[""EG10593_RNA""]"	False
EG10594	mglC	"[""mglC"", ""mglP"", ""b2148"", ""ECK2141""]"	2236743.0	2237753.0	-	"[""EG10594_RNA""]"	False
EG10595	miaA	"[""miaA"", ""trpX"", ""b4171"", ""ECK4167""]"	4399252.0	4400202.0	+	"[""EG10595_RNA""]"	False
EG10596	minC	"[""minC"", ""minB"", ""b1176"", ""ECK1164""]"	1225385.0	1226080.0	-	"[""EG10596_RNA""]"	False
EG10597	minD	"[""minD"", ""minB"", ""b1175"", ""ECK1163""]"	1224549.0	1225361.0	-	"[""EG10597_RNA""]"	False
EG10598	minE	"[""minE"", ""minB"", ""b1174"", ""ECK1162""]"	1224279.0	1224545.0	-	"[""EG10598_RNA""]"	False
EG10599	groL	"[""groL"", ""groEL"", ""mopA"", ""b4143"", ""ECK4137""]"	4371025.0	4372671.0	+	"[""EG10599_RNA""]"	False
EG10600	groS	"[""groS"", ""groES"", ""mopB"", ""b4142"", ""ECK4136""]"	4370688.0	4370981.0	+	"[""EG10600_RNA""]"	False
EG10601	motA	"[""motA"", ""flaJ"", ""b1890"", ""ECK1891""]"	1976252.0	1977139.0	-	"[""EG10601_RNA""]"	False
EG10602	motB	"[""motB"", ""flaJ"", ""b1889"", ""ECK1890""]"	1975329.0	1976255.0	-	"[""EG10602_RNA""]"	False
EG10603	mprA	"[""mprA"", ""emrR"", ""b2684"", ""ECK2678""]"	2810770.0	2811300.0	+	"[""EG10603_RNA""]"	False
EG10604	mraY	"[""mraY"", ""murX"", ""b0087"", ""ECK0088""]"	96002.0	97084.0	+	"[""EG10604_RNA""]"	False
EG10605	mrcB	"[""mrcB"", ""pbpF"", ""ponB"", ""b0149"", ""ECK0148""]"	164730.0	167264.0	+	"[""EG10605_RNA""]"	False
EG10606	mrdA	"[""mrdA"", ""pbpA"", ""b0635"", ""ECK0628""]"	666316.0	668217.0	-	"[""EG10606_RNA""]"	False
EG10607	mrdB	"[""mrdB"", ""rodA"", ""b0634"", ""ECK0627""]"	665201.0	666313.0	-	"[""EG10607_RNA""]"	False
EG10608	mreB	"[""mreB"", ""rodY"", ""envB"", ""mon"", ""mreB_1"", ""b3251"", ""ECK3239""]"	3400044.0	3401087.0	-	"[""EG10608_RNA""]"	False
EG10609	mreC	"[""mreC"", ""b3250"", ""ECK3238""]"	3398875.0	3399978.0	-	"[""EG10609_RNA""]"	False
EG10610	mreD	"[""mreD"", ""b3249"", ""ECK3237""]"	3398387.0	3398875.0	-	"[""EG10610_RNA""]"	False
EG10611	mrp	"[""mrp"", ""b2113"", ""ECK2106""]"	2193059.0	2194168.0	-	"[""EG10611_RNA""]"	False
EG10612	mrr	"[""mrr"", ""b4351"", ""ECK4341""]"	4586949.0	4587863.0	+	"[""EG10612_RNA""]"	False
EG10613	msbA	"[""msbA"", ""b0914"", ""ECK0905""]"	966621.0	968369.0	+	"[""EG10613_RNA""]"	False
EG10614	lpxM	"[""lpxM"", ""mlt"", ""waaN"", ""msbB"", ""b1855"", ""ECK1856""]"	1939222.0	1940193.0	-	"[""EG10614_RNA""]"	False
EG10615	mtlA	"[""mtlA"", ""mtlC"", ""b3599"", ""ECK3588""]"	3772281.0	3774194.0	+	"[""EG10615_RNA""]"	False
EG10616	mtlD	"[""mtlD"", ""b3600"", ""ECK3589""]"	3774424.0	3775572.0	+	"[""EG10616_RNA""]"	False
EG10617	mtr	"[""mtr"", ""b3161"", ""ECK3149""]"	3304573.0	3305817.0	-	"[""EG10617_RNA""]"	False
EG10618	mukB	"[""mukB"", ""b0924"", ""ECK0915""]"	976326.0	980786.0	+	"[""EG10618_RNA""]"	False
EG10619	murC	"[""murC"", ""b0091"", ""ECK0092""]"	100765.0	102240.0	+	"[""EG10619_RNA""]"	False
EG10620	murD	"[""murD"", ""b0088"", ""ECK0089""]"	97087.0	98403.0	+	"[""EG10620_RNA""]"	False
EG10621	murE	"[""murE"", ""b0085"", ""ECK0086""]"	93166.0	94653.0	+	"[""EG10621_RNA""]"	False
EG10622	murF	"[""murF"", ""mra"", ""b0086"", ""ECK0087""]"	94650.0	96008.0	+	"[""EG10622_RNA""]"	False
EG10623	murG	"[""murG"", ""b0090"", ""ECK0091""]"	99644.0	100711.0	+	"[""EG10623_RNA""]"	False
EG10624	mutH	"[""mutH"", ""mutR"", ""prv"", ""b2831"", ""ECK2827""]"	2969662.0	2970351.0	+	"[""EG10624_RNA""]"	False
EG10625	mutS	"[""mutS"", ""ant"", ""plm"", ""fdv"", ""b2733"", ""ECK2728""]"	2857093.0	2859654.0	+	"[""EG10625_RNA""]"	False
EG10626	mutT	"[""mutT"", ""nudA"", ""b0099"", ""ECK0100""]"	111044.0	111433.0	+	"[""EG10626_RNA""]"	False
EG10627	mutY	"[""mutY"", ""micA"", ""b2961"", ""ECK2956""]"	3103013.0	3104065.0	+	"[""EG10627_RNA""]"	False
EG10628	fpr	"[""fpr"", ""flxR"", ""mvrA"", ""b3924"", ""ECK3916""]"	4113726.0	4114472.0	-	"[""EG10628_RNA""]"	False
EG10629	emrE	"[""emrE"", ""eb"", ""mvrC"", ""b0543"", ""ECK0534""]"	568315.0	568647.0	+	"[""EG10629_RNA""]"	False
EG10630	nadA	"[""nadA"", ""nicA"", ""b0750"", ""ECK0739""]"	782085.0	783128.0	+	"[""EG10630_RNA""]"	False
EG10631	nadB	"[""nadB"", ""nic"", ""nicB"", ""b2574"", ""ECK2572""]"	2710420.0	2712042.0	+	"[""EG10631_RNA""]"	False
EG10632	nagA	"[""nagA"", ""b0677"", ""ECK0665""]"	701603.0	702751.0	-	"[""EG10632_RNA""]"	False
EG10633	nagB	"[""nagB"", ""glmD"", ""b0678"", ""ECK0666""]"	702811.0	703611.0	-	"[""EG10633_RNA""]"	False
EG10634	umpH	"[""umpH"", ""nagD"", ""b0675"", ""ECK0663""]"	699574.0	700326.0	-	"[""EG10634_RNA""]"	False
EG10635	nagE	"[""nagE"", ""pstN"", ""ptsN"", ""b0679"", ""ECK0667""]"	703944.0	705890.0	+	"[""EG10635_RNA""]"	False
EG10636	nagC	"[""nagC"", ""nagR"", ""b0676"", ""ECK0664""]"	700374.0	701594.0	-	"[""EG10636_RNA""]"	False
EG10637	nanA	"[""nanA"", ""b3225"", ""ECK3214""]"	3372683.0	3373576.0	-	"[""EG10637_RNA""]"	False
EG10638	narG	"[""narG"", ""chlC"", ""narC"", ""b1224"", ""ECK1218""]"	1279864.0	1283607.0	+	"[""EG10638_RNA""]"	False
EG10639	narH	"[""narH"", ""chlC"", ""b1225"", ""ECK1219""]"	1283604.0	1285142.0	+	"[""EG10639_RNA""]"	False
EG10640	narI	"[""narI"", ""chlI"", ""b1227"", ""ECK1221""]"	1285849.0	1286526.0	+	"[""EG10640_RNA""]"	False
EG10641	narJ	"[""narJ"", ""b1226"", ""ECK1220""]"	1285139.0	1285849.0	+	"[""EG10641_RNA""]"	False
EG10642	narK	"[""narK"", ""b1223"", ""ECK1217""]"	1277957.0	1279348.0	+	"[""EG10642_RNA""]"	False
EG10643	narL	"[""narL"", ""frdR"", ""narR"", ""b1221"", ""ECK1215""]"	1275179.0	1275829.0	-	"[""EG10643_RNA""]"	False
EG10644	narV	"[""narV"", ""chlZ"", ""b1465"", ""ECK1459""]"	1535937.0	1536617.0	-	"[""EG10644_RNA""]"	False
EG10645	narW	"[""narW"", ""chlZ"", ""b1466"", ""ECK1460""]"	1536614.0	1537309.0	-	"[""EG10645_RNA""]"	False
EG10646	narX	"[""narX"", ""frdR"", ""narR"", ""frd1"", ""b1222"", ""ECK1216""]"	1275822.0	1277618.0	-	"[""EG10646_RNA""]"	False
EG10647	narY	"[""narY"", ""chlZ"", ""b1467"", ""ECK1461""]"	1537309.0	1538853.0	-	"[""EG10647_RNA""]"	False
EG10648	narZ	"[""narZ"", ""chlZ"", ""b1468"", ""ECK1462""]"	1538850.0	1542590.0	-	"[""EG10648_RNA""]"	False
EG10649	ndh	"[""ndh"", ""b1109"", ""ECK1095""]"	1166085.0	1167389.0	+	"[""EG10649_RNA""]"	False
EG10650	ndk	"[""ndk"", ""b2518"", ""ECK2514""]"	2644433.0	2644864.0	-	"[""EG10650_RNA""]"	False
EG10651	nfo	"[""nfo"", ""b2159"", ""ECK2152""]"	2250840.0	2251697.0	+	"[""EG10651_RNA""]"	False
EG10652	nhaA	"[""nhaA"", ""ant"", ""antA"", ""b0019"", ""ECK0020""]"	17489.0	18655.0	+	"[""EG10652_RNA""]"	False
EG10653	nirB	"[""nirB"", ""b3365"", ""ECK3353""]"	3494011.0	3496554.0	+	"[""EG10653_RNA""]"	False
EG10654	nirC	"[""nirC"", ""b3367"", ""ECK3355""]"	3497003.0	3497809.0	+	"[""EG10654_RNA""]"	False
EG10655	nirD	"[""nirD"", ""b3366"", ""ECK3354""]"	3496551.0	3496877.0	+	"[""EG10655_RNA""]"	False
EG10656	sfsB	"[""sfsB"", ""nlp"", ""sfs7"", ""b3188"", ""ECK3177""]"	3334909.0	3335187.0	+	"[""EG10656_RNA""]"	False
EG10657	nlpA	"[""nlpA"", ""b3661"", ""ECK3651""]"	3839175.0	3839993.0	-	"[""EG10657_RNA""]"	False
EG10658	bamC	"[""bamC"", ""dapX"", ""nlpB"", ""b2477"", ""ECK2473""]"	2597831.0	2598865.0	-	"[""EG10658_RNA""]"	False
EG10659	nmpC	"[""nmpC"", ""phmA"", ""b0553"", ""ECK0544""]"			-	"[""EG10659_RNA""]"	False
EG10660	nrdA	"[""nrdA"", ""dnaF"", ""b2234"", ""ECK2226""]"	2344865.0	2347150.0	+	"[""EG10660_RNA""]"	False
EG10661	nrdB	"[""nrdB"", ""ftsB"", ""b2235"", ""ECK2227""]"	2347384.0	2348514.0	+	"[""EG10661_RNA""]"	False
EG10662	nth	"[""nth"", ""b1633"", ""ECK1629""]"	1711523.0	1712158.0	+	"[""EG10662_RNA""]"	False
EG10663	nadE	"[""nadE"", ""efg"", ""ntrL"", ""b1740"", ""ECK1738""]"	1822458.0	1823285.0	+	"[""EG10663_RNA""]"	False
EG10664	nupG	"[""nupG"", ""gru"", ""b2964"", ""ECK2959""]"	3105714.0	3106970.0	+	"[""EG10664_RNA""]"	False
EG10665	nusA	"[""nusA"", ""b3169"", ""ECK3158""]"	3316039.0	3317526.0	-	"[""EG10665_RNA""]"	False
EG10666	nusB	"[""nusB"", ""groNB"", ""ssaD"", ""ssyB"", ""b0416"", ""ECK0410""]"	435137.0	435556.0	+	"[""EG10666_RNA""]"	False
EG10667	nusG	"[""nusG"", ""b3982"", ""ECK3973""]"	4177743.0	4178288.0	+	"[""EG10667_RNA""]"	False
EG10668	ogt	"[""ogt"", ""b1335"", ""ECK1331""]"	1399721.0	1400236.0	-	"[""EG10668_RNA""]"	False
EG10669	ompA	"[""ompA"", ""con"", ""tolG"", ""tut"", ""b0957"", ""ECK0948""]"	1019013.0	1020053.0	-	"[""EG10669_RNA""]"	False
EG10670	ompC	"[""ompC"", ""meoA"", ""par"", ""b2215"", ""ECK2207""]"	2311646.0	2312749.0	-	"[""EG10670_RNA""]"	False
EG10671	ompF	"[""ompF"", ""nfxB"", ""tolF"", ""cmlB"", ""cry"", ""b0929"", ""ECK0920""]"	985894.0	986982.0	-	"[""EG10671_RNA""]"	False
EG10672	ompR	"[""ompR"", ""cry"", ""kmt"", ""ompB"", ""b3405"", ""ECK3392""]"	3535865.0	3536584.0	-	"[""EG10672_RNA""]"	False
EG10673	ompT	"[""ompT"", ""b0565"", ""ECK0557""]"	584680.0	585633.0	-	"[""EG10673_RNA""]"	False
EG10674	oppA	"[""oppA"", ""b1243"", ""ECK1237""]"	1301182.0	1302813.0	+	"[""EG10674_RNA""]"	False
EG10675	oppB	"[""oppB"", ""b1244"", ""ECK1238""]"	1302899.0	1303819.0	+	"[""EG10675_RNA""]"	False
EG10676	oppC	"[""oppC"", ""b1245"", ""ECK1239""]"	1303834.0	1304742.0	+	"[""EG10676_RNA""]"	False
EG10677	oppD	"[""oppD"", ""b1246"", ""ECK1240""]"	1304754.0	1305767.0	+	"[""EG10677_RNA""]"	False
EG10678	oppF	"[""oppF"", ""b1247"", ""ECK1241""]"	1305764.0	1306768.0	+	"[""EG10678_RNA""]"	False
EG10679	osmB	"[""osmB"", ""b1283"", ""ECK1278""]"	1343110.0	1343328.0	-	"[""EG10679_RNA""]"	False
EG10680	osmC	"[""osmC"", ""b1482"", ""ECK1476""]"	1556625.0	1557056.0	+	"[""EG10680_RNA""]"	False
EG10681	oxyR	"[""oxyR"", ""momR"", ""mor"", ""b3961"", ""ECK3953""]"	4158490.0	4159407.0	+	"[""EG10681_RNA""]"	False
EG10682	pabA	"[""pabA"", ""b3360"", ""ECK3348""]"	3490266.0	3490829.0	-	"[""EG10682_RNA""]"	False
EG10683	pabB	"[""pabB"", ""b1812"", ""ECK1810""]"	1894805.0	1896166.0	+	"[""EG10683_RNA""]"	False
EG10684	pal	"[""pal"", ""excC"", ""b0741"", ""ECK0730""]"	779067.0	779588.0	+	"[""EG10684_RNA""]"	False
EG10685	panF	"[""panF"", ""b3258"", ""ECK3245""]"	3407607.0	3409058.0	+	"[""EG10685_RNA""]"	False
EG10686	parC	"[""parC"", ""b3019"", ""ECK3010""]"	3163715.0	3165973.0	-	"[""EG10686_RNA""]"	False
EG10687	parE	"[""parE"", ""nfxD"", ""b3030"", ""ECK3021""]"	3173504.0	3175396.0	-	"[""EG10687_RNA""]"	False
EG10688	pck	"[""pck"", ""pckA"", ""b3403"", ""ECK3390""]"	3532818.0	3534440.0	+	"[""EG10688_RNA""]"	False
EG10689	pcm	"[""pcm"", ""b2743"", ""ECK2738""]"	2868893.0	2869519.0	-	"[""EG10689_RNA""]"	False
EG10690	pcnB	"[""pcnB"", ""b0143"", ""ECK0142""]"	157729.0	159126.0	-	"[""EG10690_RNA""]"	False
EG10691	pdxA	"[""pdxA"", ""b0052"", ""ECK0053""]"	52427.0	53416.0	-	"[""EG10691_RNA""]"	False
EG10693	pdxJ	"[""pdxJ"", ""b2564"", ""ECK2562""]"	2700998.0	2701729.0	-	"[""EG10693_RNA""]"	False
EG10694	pepA	"[""pepA"", ""carP"", ""xerB"", ""b4260"", ""ECK4253""]"	4484440.0	4485951.0	-	"[""EG10694_RNA""]"	False
EG10695	pepD	"[""pepD"", ""pepH"", ""b0237"", ""ECK0238""]"	254259.0	255716.0	-	"[""EG10695_RNA""]"	False
EG10696	pepN	"[""pepN"", ""b0932"", ""ECK0923""]"	990622.0	993234.0	+	"[""EG10696_RNA""]"	False
EG10697	pepP	"[""pepP"", ""b2908"", ""ECK2903""]"	3053515.0	3054840.0	-	"[""EG10697_RNA""]"	False
EG10698	pepQ	"[""pepQ"", ""b3847"", ""ECK3839""]"	4031161.0	4032492.0	+	"[""EG10698_RNA""]"	False
EG10699	pfkA	"[""pfkA"", ""b3916"", ""ECK3908""]"	4107552.0	4108514.0	+	"[""EG10699_RNA""]"	False
EG10700	pfkB	"[""pfkB"", ""b1723"", ""ECK1721""]"	1806370.0	1807299.0	+	"[""EG10700_RNA""]"	False
EG10701	pflB	"[""pflB"", ""pfl"", ""b0903"", ""ECK0894""]"	951272.0	953554.0	-	"[""EG10701_RNA""]"	False
EG10702	pgi	"[""pgi"", ""b4025"", ""ECK4017""]"	4233758.0	4235407.0	+	"[""EG10702_RNA""]"	False
EG10703	pgk	"[""pgk"", ""b2926"", ""ECK2922""]"	3071459.0	3072622.0	-	"[""EG10703_RNA""]"	False
EG10704	pgpA	"[""pgpA"", ""yajN"", ""b0418"", ""ECK0412""]"	436589.0	437107.0	+	"[""EG10704_RNA""]"	False
EG10705	pgpB	"[""pgpB"", ""b1278"", ""ECK1273""]"	1339330.0	1340094.0	+	"[""EG10705_RNA""]"	False
EG10706	pgsA	"[""pgsA"", ""b1912"", ""ECK1911""]"	1992269.0	1992817.0	-	"[""EG10706_RNA""]"	False
EG10707	pheA	"[""pheA"", ""b2599"", ""ECK2596""]"	2737745.0	2738905.0	+	"[""EG10707_RNA""]"	False
EG10708	pheP	"[""pheP"", ""b0576"", ""ECK0568""]"	601959.0	603335.0	+	"[""EG10708_RNA""]"	False
EG10709	pheS	"[""pheS"", ""phe-act"", ""b1714"", ""ECK1712""]"	1797959.0	1798942.0	-	"[""EG10709_RNA""]"	False
EG10710	pheT	"[""pheT"", ""b1713"", ""ECK1711""]"	1795557.0	1797944.0	-	"[""EG10710_RNA""]"	False
EG10711	yjdM	"[""yjdM"", ""phnA"", ""b4108"", ""ECK4101""]"	4326399.0	4326734.0	-	"[""EG10711_RNA""]"	False
EG10712	yjdN	"[""yjdN"", ""phnB"", ""b4107"", ""ECK4100""]"	4325298.0	4325741.0	-	"[""EG10712_RNA""]"	False
EG10713	phnC	"[""phnC"", ""b4106"", ""ECK4099""]"	4324377.0	4325165.0	-	"[""EG10713_RNA""]"	False
EG10714	phnD	"[""phnD"", ""phn"", ""psiD"", ""b4105"", ""ECK4098""]"	4323336.0	4324352.0	-	"[""EG10714_RNA""]"	False
EG10715	phnF	"[""phnF"", ""b4102"", ""ECK4095""]"	4321697.0	4322422.0	-	"[""EG10715_RNA""]"	False
EG10716	phnG	"[""phnG"", ""b4101"", ""ECK4094""]"	4321244.0	4321696.0	-	"[""EG10716_RNA""]"	False
EG10717	phnH	"[""phnH"", ""b4100"", ""ECK4093""]"	4320663.0	4321247.0	-	"[""EG10717_RNA""]"	False
EG10718	phnI	"[""phnI"", ""b4099"", ""ECK4092""]"	4319599.0	4320663.0	-	"[""EG10718_RNA""]"	False
EG10719	phnJ	"[""phnJ"", ""b4098"", ""ECK4091""]"	4318761.0	4319606.0	-	"[""EG10719_RNA""]"	False
EG10720	phnK	"[""phnK"", ""b4097"", ""ECK4090""]"	4318006.0	4318764.0	-	"[""EG10720_RNA""]"	False
EG10721	phnL	"[""phnL"", ""b4096"", ""ECK4089""]"	4317215.0	4317895.0	-	"[""EG10721_RNA""]"	False
EG10722	phnM	"[""phnM"", ""b4095"", ""ECK4088""]"	4316082.0	4317218.0	-	"[""EG10722_RNA""]"	False
EG10723	phnN	"[""phnN"", ""b4094"", ""ECK4087""]"	4315525.0	4316082.0	-	"[""EG10723_RNA""]"	False
EG10724	phnO	"[""phnO"", ""b4093"", ""ECK4086""]"	4315104.0	4315538.0	-	"[""EG10724_RNA""]"	False
EG10725	phnP	"[""phnP"", ""b4092"", ""ECK4085""]"	4314344.0	4315102.0	-	"[""EG10725_RNA""]"	False
EG10727	phoA	"[""phoA"", ""psiA"", ""b0383"", ""ECK0378""]"	401747.0	403162.0	+	"[""EG10727_RNA""]"	False
EG10728	phoB	"[""phoB"", ""phoRc"", ""phoT"", ""b0399"", ""ECK0393""]"	417142.0	417831.0	+	"[""EG10728_RNA""]"	False
EG10729	phoE	"[""phoE"", ""ompE"", ""b0241"", ""ECK0242""]"	259045.0	260100.0	-	"[""EG10729_RNA""]"	False
EG10730	creC	"[""creC"", ""phoM"", ""b4399"", ""ECK4391""]"	4636696.0	4638120.0	+	"[""EG10730_RNA""]"	False
EG10731	phoP	"[""phoP"", ""b1130"", ""ECK1116""]"	1189776.0	1190447.0	-	"[""EG10731_RNA""]"	False
EG10732	phoQ	"[""phoQ"", ""b1129"", ""ECK1115""]"	1188316.0	1189776.0	-	"[""EG10732_RNA""]"	False
EG10733	phoR	"[""phoR"", ""R1pho"", ""phoR1"", ""nmpB"", ""b0400"", ""ECK0394""]"	417889.0	419184.0	+	"[""EG10733_RNA""]"	False
EG10734	pstS	"[""pstS"", ""R2pho"", ""T"", ""nmpA"", ""phoR2a"", ""phoS"", ""b3728"", ""ECK3721""]"	3910485.0	3911525.0	-	"[""EG10734_RNA""]"	False
EG10735	phoU	"[""phoU"", ""phoT"", ""pst"", ""b3724"", ""ECK3717""]"	3906853.0	3907578.0	-	"[""EG10735_RNA""]"	False
EG10736	phr	"[""phr"", ""phrB"", ""b0708"", ""ECK0697""]"	739507.0	740925.0	+	"[""EG10736_RNA""]"	False
EG10737	pinE	"[""pinE"", ""pin"", ""b1158"", ""ECK1144""]"	1209685.0	1210239.0	+	"[""EG10737_RNA""]"	False
EG10738	pldA	"[""pldA"", ""b3821"", ""ECK3815""]"	4004862.0	4005731.0	+	"[""EG10738_RNA""]"	False
EG10739	pldB	"[""pldB"", ""b3825"", ""ECK3819""]"	4009170.0	4010192.0	+	"[""EG10739_RNA""]"	False
EG10740	plsB	"[""plsB"", ""b4041"", ""ECK4033""]"	4254043.0	4256466.0	-	"[""EG10740_RNA""]"	False
EG10741	tldE	"[""tldE"", ""mcb"", ""pmbA"", ""b4235"", ""ECK4230""]"	4457959.0	4459311.0	+	"[""EG10741_RNA""]"	False
EG10742	pncB	"[""pncB"", ""b0931"", ""ECK0922""]"	989154.0	990356.0	-	"[""EG10742_RNA""]"	False
EG10743	pnp	"[""pnp"", ""bfl"", ""b3164"", ""ECK3152""]"	3309033.0	3311168.0	-	"[""EG10743_RNA""]"	False
EG10744	pntA	"[""pntA"", ""b1603"", ""ECK1598""]"	1676371.0	1677903.0	-	"[""EG10744_RNA""]"	False
EG10745	pntB	"[""pntB"", ""b1602"", ""ECK1597""]"	1674972.0	1676360.0	-	"[""EG10745_RNA""]"	False
EG10746	polA	"[""polA"", ""resA"", ""b3863"", ""ECK3855""]"	4046966.0	4049752.0	+	"[""EG10746_RNA""]"	False
EG10747	polB	"[""polB"", ""dinA"", ""b0060"", ""ECK0061""]"	63429.0	65780.0	-	"[""EG10747_RNA""]"	False
EG10748	mrcA	"[""mrcA"", ""ponA"", ""b3396"", ""ECK3383""]"	3522871.0	3525423.0	+	"[""EG10748_RNA""]"	False
EG10749	potA	"[""potA"", ""b1126"", ""ECK1112""]"	1184458.0	1185594.0	-	"[""EG10749_RNA""]"	False
EG10750	potB	"[""potB"", ""b1125"", ""ECK1111""]"	1183617.0	1184444.0	-	"[""EG10750_RNA""]"	False
EG10751	potC	"[""potC"", ""b1124"", ""ECK1110""]"	1182826.0	1183620.0	-	"[""EG10751_RNA""]"	False
EG10752	potD	"[""potD"", ""b1123"", ""ECK1109""]"	1181783.0	1182829.0	-	"[""EG10752_RNA""]"	False
EG10753	potE	"[""potE"", ""b0692"", ""ECK0680""]"	716946.0	718265.0	-	"[""EG10753_RNA""]"	False
EG10754	poxB	"[""poxB"", ""b0871"", ""ECK0862""]"	909331.0	911049.0	-	"[""EG10754_RNA""]"	False
