gene_id,gene_symbol,synonyms,left_end_pos,right_end_pos,direction,rna_ids,rna_type,monomer_ids,is_single_gene_operon,operon_size,tu_id,other_genes_in_operon,operon_partner_count
EG10221,deoC,"[""deoC"", ""tlr"", ""dra"", ""thyR"", ""b4381"", ""ECK4373""]",4617323.0,4618102.0,+,"[""EG10221_RNA""]",mRNA,"[""DEOXYRIBOSE-P-ALD-MONOMER""]",False,4.0,TU00017[c],"EG10219,EG10220,EG10222",3
EG10262,entD,"[""entD"", ""b0583"", ""ECK0575""]",609459.0,610079.0,-,"[""EG10262_RNA""]",mRNA,"[""ENTD-MONOMER""]",False,2.0,TU0-198711[c],EG10293,1
EG10299,fes,"[""fes"", ""b0585"", ""ECK0577""]",612737.0,613939.0,+,"[""EG10299_RNA""]",mRNA,"[""EG10299-MONOMER""]",False,4.0,TU00270[c],"EG10264,EG10297,G0-10437",3
EG10330,frdA,"[""frdA"", ""b4154"", ""ECK4150""]",4380510.0,4382318.0,-,"[""EG10330_RNA""]",mRNA,"[""FUM-FLAVO""]",False,4.0,TU0-45225[c],"EG10331,EG10332,EG10333",3
EG10350,fucK,"[""fucK"", ""b2803"", ""ECK2798""]",2937468.0,2938886.0,+,"[""EG10350_RNA""]",mRNA,"[""FUCULOKIN-MONOMER""]",False,5.0,TU00128[c],"EG10349,EG10352,EG10353,EG10355",4
EG10356,fumA,"[""fumA"", ""b1612"", ""ECK1607""]",1686731.0,1688377.0,-,"[""EG10356_RNA""]",mRNA,"[""FUMA-MONOMER""]",False,2.0,TU0-42499[c],EG10358,1
EG10358,fumC,"[""fumC"", ""b1611"", ""ECK1606""]",1685185.0,1686588.0,-,"[""EG10358_RNA""]",mRNA,"[""FUMC-MONOMER""]",True,1.0,TU0-42482[c],,0
EG10361,gabT,"[""gabT"", ""b2662"", ""ECK2656""]",2792735.0,2794015.0,+,"[""EG10361_RNA""]",mRNA,"[""GABATRANSAM-MONOMER""]",False,3.0,TU0-1921[c],"EG11329,EG11330",2
EG10383,glnA,"[""glnA"", ""b3870"", ""ECK3863""]",4056625.0,4058034.0,-,"[""EG10383_RNA""]",mRNA,"[""GLUTAMINESYN-MONOMER""]",True,1.0,EG10383_RNA[c],,0
EG10386,glnH,"[""glnH"", ""b0811"", ""ECK0800""]",847258.0,848004.0,-,"[""EG10386_RNA""]",mRNA,"[""GLNH-MONOMER""]",False,3.0,TU0-6649[c],"EG10388,EG10389",2
EG10390,glnS,"[""glnS"", ""b0680"", ""ECK0668""]",706093.0,707757.0,+,"[""EG10390_RNA""]",mRNA,"[""GLNS-MONOMER""]",True,1.0,TU0-14467[c],,0
EG10402,gltA,"[""gltA"", ""gluT"", ""icdB"", ""b0720"", ""ECK0709""]",753185.0,754468.0,-,"[""EG10402_RNA""]",mRNA,"[""CITSYN-MONOMER""]",True,1.0,TU00106[c],,0
EG10407,gltX,"[""gltX"", ""gltM"", ""gluRS"", ""b2400"", ""ECK2394""]",2519257.0,2520672.0,-,"[""EG10407_RNA""]",mRNA,"[""GLURS-MONOMER""]",True,1.0,TU0-6409[c],,0
EG10408,glyA,"[""glyA"", ""b2551"", ""ECK2548""]",2684254.0,2685507.0,-,"[""EG10408_RNA""]",mRNA,"[""GLYOHMETRANS-MONOMER""]",True,1.0,TU00192[c],,0
EG10409,glyQ,"[""glyQ"", ""cfcA"", ""glyS(A)"", ""b3560"", ""ECK3548""]",3724407.0,3725318.0,-,"[""EG10409_RNA""]",mRNA,"[""GLYQ-MONOMER""]",False,2.0,TU00281[c],EG10410,1
EG10410,glyS,"[""glyS"", ""b3559"", ""ECK3547""]",3722328.0,3724397.0,-,"[""EG10410_RNA""]",mRNA,"[""GLYS-MONOMER""]",False,2.0,TU00281[c],EG10409,1
EG10420,guaA,"[""guaA"", ""b2507"", ""ECK2503""]",2630958.0,2632535.0,-,"[""EG10420_RNA""]",mRNA,"[""GMP-SYN-MONOMER""]",False,2.0,TU00205[c],EG10421,1
EG10421,guaB,"[""guaB"", ""guaR"", ""b2508"", ""ECK2504""]",2632604.0,2634070.0,-,"[""EG10421_RNA""]",mRNA,"[""IMP-DEHYDROG-MONOMER""]",False,2.0,TU00205[c],EG10420,1
EG10444,hisA,"[""hisA"", ""b2024"", ""ECK2019""]",2095125.0,2095862.0,+,"[""EG10444_RNA""]",mRNA,"[""PRIBFAICARPISOM-MONOMER""]",False,8.0,TU0-198747[c],"EG10445,EG10446,EG10447,EG10448,EG10449,EG10450,EG10451",7
EG10445,hisB,"[""hisB"", ""b2022"", ""ECK2017""]",2093468.0,2094535.0,+,"[""EG10445_RNA""]",mRNA,"[""IMIDPHOSPHADEHYDHISTIDPHOSPHA-MONOMER""]",False,8.0,TU0-198747[c],"EG10444,EG10446,EG10447,EG10448,EG10449,EG10450,EG10451",7
EG10446,hisC,"[""hisC"", ""b2021"", ""ECK2016""]",2092398.0,2093468.0,+,"[""EG10446_RNA""]",mRNA,"[""HISTPHOSTRANS-MONOMER""]",False,8.0,TU0-198747[c],"EG10444,EG10445,EG10447,EG10448,EG10449,EG10450,EG10451",7
EG10447,hisD,"[""hisD"", ""b2020"", ""ECK2015""]",2091097.0,2092401.0,+,"[""EG10447_RNA""]",mRNA,"[""HISTDEHYD-MONOMER""]",False,8.0,TU0-198747[c],"EG10444,EG10445,EG10446,EG10448,EG10449,EG10450,EG10451",7
EG10448,hisF,"[""hisF"", ""b2025"", ""ECK2020""]",2095844.0,2096620.0,+,"[""EG10448_RNA""]",mRNA,"[""CYCLASE-MONOMER""]",False,8.0,TU0-198747[c],"EG10444,EG10445,EG10446,EG10447,EG10449,EG10450,EG10451",7
EG10449,hisG,"[""hisG"", ""b2019"", ""ECK2014""]",2090192.0,2091091.0,+,"[""EG10449_RNA""]",mRNA,"[""ATPPHOSRIBOSTRANS-MONOMER""]",False,8.0,TU0-198747[c],"EG10444,EG10445,EG10446,EG10447,EG10448,EG10450,EG10451",7
EG10450,hisH,"[""hisH"", ""b2023"", ""ECK2018""]",2094535.0,2095125.0,+,"[""EG10450_RNA""]",mRNA,"[""GLUTAMIDOTRANS-MONOMER""]",False,8.0,TU0-198747[c],"EG10444,EG10445,EG10446,EG10447,EG10448,EG10449,EG10451",7
EG10451,hisI,"[""hisI"", ""hisE"", ""hisIE"", ""b2026"", ""ECK2021""]",2096614.0,2097225.0,+,"[""EG10451_RNA""]",mRNA,"[""HISTCYCLOPRATPPHOS""]",False,8.0,TU0-198747[c],"EG10444,EG10445,EG10446,EG10447,EG10448,EG10449,EG10450",7
EG10453,hisS,"[""hisS"", ""b2514"", ""ECK2510""]",2639301.0,2640575.0,-,"[""EG10453_RNA""]",mRNA,"[""HISS-MONOMER""]",True,1.0,TU0-6506[c],,0
EG10464,lpxL,"[""lpxL"", ""htrB"", ""waaM"", ""b1054"", ""ECK1039""]",1115662.0,1116582.0,-,"[""EG10464_RNA""]",mRNA,"[""LAUROYLACYLTRAN-MONOMER""]",True,1.0,TU0-901[c],,0
EG10465,ribB,"[""ribB"", ""luxH"", ""htrP"", ""luxH-l"", ""b3041"", ""ECK3032""]",3183813.0,3184466.0,-,"[""EG10465_RNA""]",mRNA,"[""DIOHBUTANONEPSYN-MONOMER""]",True,1.0,TU0-13839[c],,0
EG10492,ileS,"[""ileS"", ""ilvS"", ""b0026"", ""ECK0027""]",22391.0,25207.0,+,"[""EG10492_RNA""]",mRNA,"[""ILES-MONOMER""]",False,4.0,TU0-14394[c],"EG10548,EG11080,EG11081",3
EG10495,ilvC,"[""ilvC"", ""b3774"", ""ECK3766""]",3957970.0,3959445.0,+,"[""EG10495_RNA""]",mRNA,"[""KETOLREDUCTOISOM-MONOMER""]",True,1.0,TU00090[c],,0
EG10496,ilvD,"[""ilvD"", ""b3771"", ""ECK3763""]",3953478.0,3955328.0,+,"[""EG10496_RNA""]",mRNA,"[""DIHYDROXYACIDDEHYDRAT-MONOMER""]",False,6.0,TU524[c],"EG10493,EG10497,EG10501,EG11270,G0-10641",5
EG10497,ilvE,"[""ilvE"", ""b3770"", ""ECK3762""]",3952484.0,3953413.0,+,"[""EG10497_RNA""]",mRNA,"[""BRANCHED-CHAINAMINOTRANSFER-MONOMER""]",False,6.0,TU524[c],"EG10493,EG10496,EG10501,EG11270,G0-10641",5
EG10520,waaA,"[""waaA"", ""kdtA"", ""b3633"", ""ECK3623""]",3808540.0,3809817.0,+,"[""EG10520_RNA""]",mRNA,"[""KDOTRANS-MONOMER""]",True,1.0,TU0-7163[c],,0
EG10526,lacY,"[""lacY"", ""b0343"", ""ECK0340""]",361926.0,363179.0,-,"[""EG10526_RNA""]",mRNA,"[""LACY-MONOMER""]",False,2.0,TU0-14521[c],EG10524,1
EG10532,leuS,"[""leuS"", ""syl"", ""b0642"", ""ECK0635""]",672201.0,674783.0,-,"[""EG10532_RNA""]",mRNA,"[""LEUS-MONOMER""]",False,5.0,TU0-13010[c],"EG10855,EG11412,G6349,G6350",4
EG10537,livG,"[""livG"", ""hrbD"", ""hrbC"", ""hrbB"", ""b3455"", ""ECK3439""]",3593439.0,3594206.0,-,"[""EG10537_RNA""]",mRNA,"[""LIVG-MONOMER""]",False,5.0,TU00184[c],"EG10536,EG10538,EG10540,EG10541",4
EG10539,livJ,"[""livJ"", ""hrbD"", ""hrbC"", ""hrbB"", ""b3460"", ""ECK3444""]",3598555.0,3599658.0,-,"[""EG10539_RNA""]",mRNA,"[""LIVJ-MONOMER""]",True,1.0,TU00183[c],,0
EG10549,lysA,"[""lysA"", ""b2838"", ""ECK2836""]",2977637.0,2978899.0,-,"[""EG10549_RNA""]",mRNA,"[""DIAMINOPIMDECARB-MONOMER""]",True,1.0,TU00185[c],,0
EG10560,malP,"[""malP"", ""malA"", ""blu"", ""b3417"", ""ECK3404""]",3550080.0,3552473.0,-,"[""EG10560_RNA""]",mRNA,"[""MALDEXPHOSPHORYL-MONOMER""]",False,2.0,TU00039[c],EG10561,1
EG10565,malZ,"[""malZ"", ""b0403"", ""ECK0397""]",422518.0,424332.0,+,"[""EG10565_RNA""]",mRNA,"[""MALTODEXGLUCOSID-MONOMER""]",True,1.0,TU0-5402[c],,0
EG10566,manA,"[""manA"", ""pmi"", ""b1613"", ""ECK1608""]",1688576.0,1689751.0,+,"[""EG10566_RNA""]",mRNA,"[""MANNPISOM-MONOMER""]",True,1.0,TU0-6425[c],,0
EG10581,metA,"[""metA"", ""b4013"", ""ECK4005""]",4214280.0,4215209.0,+,"[""EG10581_RNA""]",mRNA,"[""HOMSUCTRAN-MONOMER""]",True,1.0,TU0-5061[c],,0
EG10582,metB,"[""metB"", ""met-1"", ""b3939"", ""ECK3931""]",4128672.0,4129832.0,+,"[""EG10582_RNA""]",mRNA,"[""O-SUCCHOMOSERLYASE-MONOMER""]",False,2.0,TU0-3741[c],EG10590,1
EG10585,metF,"[""metF"", ""b3941"", ""ECK3933""]",4132616.0,4133506.0,+,"[""EG10585_RNA""]",mRNA,"[""METHYLENETHFREDUCT-MONOMER""]",True,1.0,TU00218[c],,0
EG10586,metG,"[""metG"", ""b2114"", ""ECK2107""]",2194300.0,2196333.0,+,"[""EG10586_RNA""]",mRNA,"[""METG-MONOMER""]",True,1.0,TU0-13519[c],,0
EG10613,msbA,"[""msbA"", ""b0914"", ""ECK0905""]",966621.0,968369.0,+,"[""EG10613_RNA""]",mRNA,"[""EG10613-MONOMER""]",False,4.0,TU0-13087[c],"EG11409,EG12375,G6471",3
EG10629,emrE,"[""emrE"", ""eb"", ""mvrC"", ""b0543"", ""ECK0534""]",568315.0,568647.0,+,"[""EG10629_RNA""]",mRNA,"[""EMRE-MONOMER""]",True,1.0,TU0-14417[c],,0
EG10634,umpH,"[""umpH"", ""nagD"", ""b0675"", ""ECK0663""]",699574.0,700326.0,-,"[""EG10634_RNA""]",mRNA,"[""EG10634-MONOMER""]",True,1.0,TU0-6652[c],,0
EG10637,nanA,"[""nanA"", ""b3225"", ""ECK3214""]",3372683.0,3373576.0,-,"[""EG10637_RNA""]",mRNA,"[""ACNEULY-MONOMER""]",False,5.0,TU0-1601[c],"G436,G7675,G7676,G7677",4
EG10650,ndk,"[""ndk"", ""b2518"", ""ECK2514""]",2644433.0,2644864.0,-,"[""EG10650_RNA""]",mRNA,"[""NUCLEOSIDE-DIP-KIN-MONOMER""]",True,1.0,TU0-13651[c],,0
EG10652,nhaA,"[""nhaA"", ""ant"", ""antA"", ""b0019"", ""ECK0020""]",17489.0,18655.0,+,"[""EG10652_RNA""]",mRNA,"[""NHAA-MONOMER""]",False,2.0,TU0-3862[c],EG11078,1
EG10654,nirC,"[""nirC"", ""b3367"", ""ECK3355""]",3497003.0,3497809.0,+,"[""EG10654_RNA""]",mRNA,"[""NIRC-MONOMER""]",False,4.0,TU00046[c],"EG10188,EG10653,EG10655",3
EG10661,nrdB,"[""nrdB"", ""ftsB"", ""b2235"", ""ECK2227""]",2347384.0,2348514.0,+,"[""EG10661_RNA""]",mRNA,"[""NRDB-MONOMER""]",False,3.0,TU00047[c],"EG10660,EG12360",2
EG10671,ompF,"[""ompF"", ""nfxB"", ""tolF"", ""cmlB"", ""cry"", ""b0929"", ""ECK0920""]",985894.0,986982.0,-,"[""EG10671_RNA""]",mRNA,"[""EG10671-MONOMER""]",True,1.0,TU0-45229[c],,0
EG10675,oppB,"[""oppB"", ""b1244"", ""ECK1238""]",1302899.0,1303819.0,+,"[""EG10675_RNA""]",mRNA,"[""OPPB-MONOMER""]",False,4.0,TU0-45147[c],"EG10676,EG10677,EG10678",3
EG10700,pfkB,"[""pfkB"", ""b1723"", ""ECK1721""]",1806370.0,1807299.0,+,"[""EG10700_RNA""]",mRNA,"[""6PFK-2-MONOMER""]",True,1.0,TU0-6408[c],,0
EG10707,pheA,"[""pheA"", ""b2599"", ""ECK2596""]",2737745.0,2738905.0,+,"[""EG10707_RNA""]",mRNA,"[""CHORISMUTPREPHENDEHYDRAT-MONOMER""]",False,2.0,TU0-6653[c],EG11271,1
EG10709,pheS,"[""pheS"", ""phe-act"", ""b1714"", ""ECK1712""]",1797959.0,1798942.0,-,"[""EG10709_RNA""]",mRNA,"[""PHES-MONOMER""]",False,8.0,TU0-14257[c],"EG10440,EG10506,EG10710,EG10881,EG11001,EG11231,EG11272",7
EG10710,pheT,"[""pheT"", ""b1713"", ""ECK1711""]",1795557.0,1797944.0,-,"[""EG10710_RNA""]",mRNA,"[""PHET-MONOMER""]",False,8.0,TU0-14257[c],"EG10440,EG10506,EG10709,EG10881,EG11001,EG11231,EG11272",7
EG10744,pntA,"[""pntA"", ""b1603"", ""ECK1598""]",1676371.0,1677903.0,-,"[""EG10744_RNA""]",mRNA,"[""PNTA-MONOMER""]",False,2.0,TU0-198873[c],EG10745,1
EG10750,potB,"[""potB"", ""b1125"", ""ECK1111""]",1183617.0,1184444.0,-,"[""EG10750_RNA""]",mRNA,"[""POTB-MONOMER""]",False,4.0,TU00321[c],"EG10749,EG10751,EG10752",3
EG10755,ppa,"[""ppa"", ""b4226"", ""ECK4222""]",4449122.0,4449652.0,-,"[""EG10755_RNA""]",mRNA,"[""INORGPYROPHOSPHAT-MONOMER""]",True,1.0,TU0-8492[c],,0
EG10759,ppsA,"[""ppsA"", ""pps"", ""b1702"", ""ECK1700""]",1784734.0,1787112.0,-,"[""EG10759_RNA""]",mRNA,"[""PEPSYNTH-MONOMER""]",True,1.0,TU00162[c],,0
EG10769,proC,"[""proC"", ""pro(3)"", ""Pro2"", ""pro3"", ""b0386"", ""ECK0381""]",404835.0,405644.0,-,"[""EG10769_RNA""]",mRNA,"[""PYRROLINECARBREDUCT-MONOMER""]",True,1.0,TU0-8493[c],,0
EG10770,proS,"[""proS"", ""drp"", ""drpA"", ""b0194"", ""ECK0194""]",217057.0,218775.0,-,"[""EG10770_RNA""]",mRNA,"[""PROS-MONOMER""]",True,1.0,TU0-6562[c],,0
EG10772,proW,"[""proW"", ""osrA"", ""proU"", ""b2678"", ""ECK2672""]",2806010.0,2807074.0,+,"[""EG10772_RNA""]",mRNA,"[""PROW-MONOMER""]",True,1.0,TU0-198743[c],,0
EG10774,prs,"[""prs"", ""dnaR"", ""prsA"", ""b1207"", ""ECK1195""]",1260928.0,1261875.0,-,"[""EG10774_RNA""]",mRNA,"[""PRPPSYN-MONOMER""]",False,3.0,TU0-8323[c],"EG11293,EG11294",2
EG10782,pstA,"[""pstA"", ""R2pho"", ""phoR2"", ""phoR2b"", ""phoT"", ""b3726"", ""ECK3719""]",3908549.0,3909439.0,-,"[""EG10782_RNA""]",mRNA,"[""PSTA-MONOMER""]",False,3.0,TU0-14693[c],"EG10734,EG10784",2
EG10790,purA,"[""purA"", ""adeK"", ""b4177"", ""ECK4173""]",4404687.0,4405985.0,+,"[""EG10790_RNA""]",mRNA,"[""ADENYLOSUCCINATE-SYN-MONOMER""]",True,1.0,TU00094[c],,0
EG10791,purC,"[""purC"", ""ade(g)"", ""ade"", ""b2476"", ""ECK2472""]",2596905.0,2597618.0,-,"[""EG10791_RNA""]",mRNA,"[""SAICARSYN-MONOMER""]",True,1.0,TU00055[c],,0
EG10792,purD,"[""purD"", ""adth(a)"", ""adth"", ""b4005"", ""ECK3997""]",4204642.0,4205931.0,-,"[""EG10792_RNA""]",mRNA,"[""GLYCRIBONUCSYN-MONOMER""]",False,2.0,TU00056[c],EG10795,1
EG10793,purE,"[""purE"", ""ade(f)"", ""Pur2"", ""ade3"", ""ade"", ""b0523"", ""ECK0516""]",552591.0,553100.0,-,"[""EG10793_RNA""]",mRNA,"[""PURE-MONOMER""]",False,2.0,TU00082[c],EG10796,1
EG10794,purF,"[""purF"", ""ade"", ""purC"", ""b2312"", ""ECK2306""]",2428721.0,2430238.0,-,"[""EG10794_RNA""]",mRNA,"[""PRPPAMIDOTRANS-MONOMER""]",False,3.0,TU00444[c],"EG10169,EG11044",2
EG10795,purH,"[""purH"", ""b4006"", ""ECK3998""]",4205943.0,4207532.0,-,"[""EG10795_RNA""]",mRNA,"[""AICARTRANSIMPCYCLO-CPLX""]",False,2.0,TU00056[c],EG10792,1
EG10796,purK,"[""purK"", ""purE2"", ""b0522"", ""ECK0515""]",551527.0,552594.0,-,"[""EG10796_RNA""]",mRNA,"[""PURK-MONOMER""]",False,2.0,TU00082[c],EG10793,1
EG10797,purL,"[""purL"", ""purI"", ""b2557"", ""ECK2555""]",2691656.0,2695543.0,-,"[""EG10797_RNA""]",mRNA,"[""FGAMSYN-MONOMER""]",True,1.0,TU00057[c],,0
EG10798,purM,"[""purM"", ""purG"", ""purI"", ""b2499"", ""ECK2495""]",2621197.0,2622234.0,+,"[""EG10798_RNA""]",mRNA,"[""AIRS-MONOMER""]",False,2.0,TU00058[c],EG10799,1
EG10803,pykA,"[""pykA"", ""b1854"", ""ECK1855""]",1937649.0,1939091.0,+,"[""EG10803_RNA""]",mRNA,"[""PKII-MONOMER""]",True,1.0,TU0-13440[c],,0
EG10805,pyrB,"[""pyrB"", ""b4245"", ""ECK4240""]",4471460.0,4472395.0,-,"[""EG10805_RNA""]",mRNA,"[""ASPCARBCAT-MONOMER""]",False,3.0,TU00484[c],"EG10811,EG11279",2
EG10806,pyrC,"[""pyrC"", ""b1062"", ""ECK1047""]",1121561.0,1122607.0,-,"[""EG10806_RNA""]",mRNA,"[""DIHYDROOROT-MONOMER""]",True,1.0,TU00060[c],,0
EG10807,pyrD,"[""pyrD"", ""b0945"", ""ECK0936""]",1004768.0,1005778.0,+,"[""EG10807_RNA""]",mRNA,"[""DIHYDROOROTOX-MONOMER""]",True,1.0,TU00061[c],,0
EG10808,pyrE,"[""pyrE"", ""b3642"", ""ECK3632""]",3815127.0,3815768.0,-,"[""EG10808_RNA""]",mRNA,"[""OROPRIBTRANS-MONOMER""]",False,2.0,TU00334[c],EG10863,1
EG10809,pyrF,"[""pyrF"", ""b1281"", ""ECK1276""]",1341921.0,1342658.0,+,"[""EG10809_RNA""]",mRNA,"[""OROTPDECARB-MONOMER""]",False,4.0,TU0-14472[c],"EG11128,EG12691,G6637",3
EG10810,pyrG,"[""pyrG"", ""b2780"", ""ECK2774""]",2908029.0,2909666.0,-,"[""EG10810_RNA""]",mRNA,"[""CTPSYN-MONOMER""]",False,2.0,TU0-14654[c],EG10258,1
EG10811,pyrI,"[""pyrI"", ""b4244"", ""ECK4239""]",4470986.0,4471447.0,-,"[""EG10811_RNA""]",mRNA,"[""ASPCARBREG-MONOMER""]",False,3.0,TU00484[c],"EG10805,EG11279",2
EG10838,rfaD,"[""rfaD"", ""waaD"", ""hldD"", ""htrM"", ""nbsB"", ""b3619"", ""ECK3609""]",3793987.0,3794919.0,+,"[""EG10838_RNA""]",mRNA,"[""EG10838-MONOMER""]",False,4.0,TU0-4181[c],"EG11189,EG11424,EG12210",3
EG10864,rplA,"[""rplA"", ""rpy"", ""b3984"", ""ECK3975""]",4178879.0,4179583.0,+,"[""EG10864_RNA""]",mRNA,"[""EG10864-MONOMER""]",False,6.0,TU0-6512[c],"EG10871,EG10872,EG10873,EG10894,EG10895",5
EG10865,rplB,"[""rplB"", ""b3317"", ""ECK3304""]",3450543.0,3451364.0,-,"[""EG10865_RNA""]",mRNA,"[""EG10865-MONOMER""]",False,11.0,TU00347[c],"EG10866,EG10867,EG10877,EG10882,EG10883,EG10887,EG10902,EG10909,EG10916,EG10918",10
EG10866,rplC,"[""rplC"", ""b3320"", ""ECK3307""]",3452297.0,3452926.0,-,"[""EG10866_RNA""]",mRNA,"[""EG10866-MONOMER""]",False,11.0,TU00347[c],"EG10865,EG10867,EG10877,EG10882,EG10883,EG10887,EG10902,EG10909,EG10916,EG10918",10
EG10867,rplD,"[""rplD"", ""eryA"", ""b3319"", ""ECK3306""]",3451681.0,3452286.0,-,"[""EG10867_RNA""]",mRNA,"[""EG10867-MONOMER""]",False,11.0,TU00347[c],"EG10865,EG10866,EG10877,EG10882,EG10883,EG10887,EG10902,EG10909,EG10916,EG10918",10
EG10868,rplE,"[""rplE"", ""b3308"", ""ECK3295""]",3446899.0,3447438.0,-,"[""EG10868_RNA""]",mRNA,"[""EG10868-MONOMER""]",False,12.0,TU00337[c],"EG10766,EG10869,EG10875,EG10876,EG10879,EG10884,EG10888,EG10904,EG10907,EG10913,EG11232",11
EG10869,rplF,"[""rplF"", ""b3305"", ""ECK3292""]",3445607.0,3446140.0,-,"[""EG10869_RNA""]",mRNA,"[""EG10869-MONOMER""]",False,12.0,TU00337[c],"EG10766,EG10868,EG10875,EG10876,EG10879,EG10884,EG10888,EG10904,EG10907,EG10913,EG11232",11
EG10870,rplI,"[""rplI"", ""b4203"", ""ECK4199""]",4426108.0,4426557.0,+,"[""EG10870_RNA""]",mRNA,"[""EG10870-MONOMER""]",False,4.0,TU00346[c],"EG10764,EG10905,EG10917",3
EG10871,rplJ,"[""rplJ"", ""b3985"", ""ECK3976""]",4179996.0,4180493.0,+,"[""EG10871_RNA""]",mRNA,"[""EG10871-MONOMER""]",False,6.0,TU0-6512[c],"EG10864,EG10872,EG10873,EG10894,EG10895",5
EG10872,rplK,"[""rplK"", ""relC"", ""b3983"", ""ECK3974""]",4178447.0,4178875.0,+,"[""EG10872_RNA""]",mRNA,"[""EG10872-MONOMER""]",False,6.0,TU0-6512[c],"EG10864,EG10871,EG10873,EG10894,EG10895",5
EG10873,rplL,"[""rplL"", ""b3986"", ""ECK3977""]",4180560.0,4180925.0,+,"[""EG10873_RNA""]",mRNA,"[""EG10873-MONOMER""]",False,6.0,TU0-6512[c],"EG10864,EG10871,EG10872,EG10894,EG10895",5
EG10874,rplM,"[""rplM"", ""b3231"", ""ECK3220""]",3378223.0,3378651.0,-,"[""EG10874_RNA""]",mRNA,"[""EG10874-MONOMER""]",False,2.0,TU00336[c],EG10908,1
EG10875,rplN,"[""rplN"", ""b3310"", ""ECK3297""]",3447778.0,3448149.0,-,"[""EG10875_RNA""]",mRNA,"[""EG10875-MONOMER""]",False,12.0,TU00337[c],"EG10766,EG10868,EG10869,EG10876,EG10879,EG10884,EG10888,EG10904,EG10907,EG10913,EG11232",11
EG10876,rplO,"[""rplO"", ""b3301"", ""ECK3288""]",3444105.0,3444539.0,-,"[""EG10876_RNA""]",mRNA,"[""EG10876-MONOMER""]",False,12.0,TU00337[c],"EG10766,EG10868,EG10869,EG10875,EG10879,EG10884,EG10888,EG10904,EG10907,EG10913,EG11232",11
EG10877,rplP,"[""rplP"", ""b3313"", ""ECK3300""]",3448759.0,3449169.0,-,"[""EG10877_RNA""]",mRNA,"[""EG10877-MONOMER""]",False,11.0,TU00347[c],"EG10865,EG10866,EG10867,EG10882,EG10883,EG10887,EG10902,EG10909,EG10916,EG10918",10
EG10878,rplQ,"[""rplQ"", ""b3294"", ""ECK3281""]",3439616.0,3439999.0,-,"[""EG10878_RNA""]",mRNA,"[""EG10878-MONOMER""]",False,5.0,TU0-14658[c],"EG10893,EG10903,EG10910,EG10912",4
EG10879,rplR,"[""rplR"", ""b3304"", ""ECK3291""]",3445244.0,3445597.0,-,"[""EG10879_RNA""]",mRNA,"[""EG10879-MONOMER""]",False,12.0,TU00337[c],"EG10766,EG10868,EG10869,EG10875,EG10876,EG10884,EG10888,EG10904,EG10907,EG10913,EG11232",11
EG10880,rplS,"[""rplS"", ""b2606"", ""ECK2603""]",2744183.0,2744530.0,-,"[""EG10880_RNA""]",mRNA,"[""EG10880-MONOMER""]",False,4.0,TU00351[c],"EG10915,EG11023,EG11153",3
EG10881,rplT,"[""rplT"", ""pdzA"", ""b1716"", ""ECK1714""]",1799393.0,1799749.0,-,"[""EG10881_RNA""]",mRNA,"[""EG10881-MONOMER""]",False,2.0,TU0-14255[c],EG11231,1
EG10882,rplV,"[""rplV"", ""eryB"", ""b3315"", ""ECK3302""]",3449901.0,3450233.0,-,"[""EG10882_RNA""]",mRNA,"[""EG10882-MONOMER""]",False,11.0,TU00347[c],"EG10865,EG10866,EG10867,EG10877,EG10883,EG10887,EG10902,EG10909,EG10916,EG10918",10
EG10883,rplW,"[""rplW"", ""b3318"", ""ECK3305""]",3451382.0,3451684.0,-,"[""EG10883_RNA""]",mRNA,"[""EG10883-MONOMER""]",False,11.0,TU00347[c],"EG10865,EG10866,EG10867,EG10877,EG10882,EG10887,EG10902,EG10909,EG10916,EG10918",10
EG10884,rplX,"[""rplX"", ""b3309"", ""ECK3296""]",3447453.0,3447767.0,-,"[""EG10884_RNA""]",mRNA,"[""EG10884-MONOMER""]",False,12.0,TU00337[c],"EG10766,EG10868,EG10869,EG10875,EG10876,EG10879,EG10888,EG10904,EG10907,EG10913,EG11232",11
EG10885,rplY,"[""rplY"", ""b2185"", ""ECK2179""]",2282517.0,2282801.0,+,"[""EG10885_RNA""]",mRNA,"[""EG10885-MONOMER""]",True,1.0,TU0-13557[c],,0
EG10886,rpmB,"[""rpmB"", ""b3637"", ""ECK3627""]",3811438.0,3811674.0,-,"[""EG10886_RNA""]",mRNA,"[""EG10886-MONOMER""]",False,4.0,TU0-5522[c],"EG10329,EG10891,EG11312",3
EG10887,rpmC,"[""rpmC"", ""b3312"", ""ECK3299""]",3448568.0,3448759.0,-,"[""EG10887_RNA""]",mRNA,"[""EG10887-MONOMER""]",False,11.0,TU00347[c],"EG10865,EG10866,EG10867,EG10877,EG10882,EG10883,EG10902,EG10909,EG10916,EG10918",10
EG10888,rpmD,"[""rpmD"", ""b3302"", ""ECK3289""]",3444543.0,3444722.0,-,"[""EG10888_RNA""]",mRNA,"[""EG10888-MONOMER""]",False,12.0,TU00337[c],"EG10766,EG10868,EG10869,EG10875,EG10876,EG10879,EG10884,EG10904,EG10907,EG10913,EG11232",11
EG10889,rpmE,"[""rpmE"", ""b3936"", ""ECK3928""]",4127013.0,4127225.0,+,"[""EG10889_RNA""]",mRNA,"[""EG10889-MONOMER""]",True,1.0,TU0-45156[c],,0
